index,school,city,threshold,address,city_clean,threshold_idx,RSPO,match_score,matched_nazwa,nazwa_szkoły,miejscowosc,PPP_mean,O_zdawalnosc,match_key,organ_prowadzacy,wojewodztwo,liczba_uczniow,miejscowosc_rspo,nazwa_rspo,specyfika
349,XXI Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza-witkacego w Krakowie,Krakowie,69.55000000000001,os. Osiedle Tysiąclecia 15 31-606 Kraków Nowa Huta,Kraków,349,4434,100,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA IGNACEGO WITKIEWICZA-WITKACEGO W KRAKOWIE,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA IGNACEGO WITKIEWICZA-WITKACEGO W KRAKOWIE,Kraków,71.71064814666666,93.45238095333333,xxi liceum ogólnokształcące im. stanisława ignacego witkiewicza-witkacego w krakowie,Miasto na prawach powiatu,MAŁOPOLSKIE,143.0,Kraków-Nowa Huta,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA IGNACEGO WITKIEWICZA-WITKACEGO W KRAKOWIE,ogólnodostępny
350,XXI Liceum Ogólnokształcące im. Synów Pułków Integracyjne w Bydgoszczy,Bydgoszczy,31.4,ul. Adama Grzymały Siedleckiego 11 85-868 Bydgoszcz,Bydgoszcz,350,12941,100,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,Bydgoszcz,48.722954546666664,84.43939394,xxi liceum ogólnokształcące im. synów pułków integracyjne w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,129.0,Bydgoszcz,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,integracyjny
352,XXII Liceum Ogólnokształcące im. Generała Bronisława Ducha w Krakowie,Krakowie,0.0,os. Osiedle Szkolne 26 31-977 Kraków Nowa Huta,Kraków,352,21317,77,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. DR. HENRYKA JORDANA W KRAKOWIE,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. DR. HENRYKA JORDANA W KRAKOWIE,Kraków,65.18442115666667,98.48133848333333,xxvii liceum ogólnokształcące im. dr. henryka jordana w krakowie,Miasto na prawach powiatu,MAŁOPOLSKIE,869.0,Kraków-Krowodrza,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. DR. HENRYKA JORDANA W KRAKOWIE,ogólnodostępny
354,XXIII LO im. Marii Skłodowskiej-Curie,Warszawie,126.25,ul. Naddnieprzańska 2/4 04-205 Warszawa Praga-Południe,Warszawa,354,88065,76,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,Warszawa,66.19827949666667,96.92518605666667,xxiii liceum ogólnokształcące im. marii skłodowskiej-curie,Miasto na prawach powiatu,MAZOWIECKIE,435.0,Praga-Południe,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,ogólnodostępny
355,XXIII LO im. Nauczycieli Tajnego Nauczania,Lublinie,128.75,ul. Józefa Poniatowskiego 5 20-060 Lublin Wieniawa,Lublin,355,52860,71,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. NAUCZYCIELI TAJNEGO NAUCZANIA W LUBLINIE,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. NAUCZYCIELI TAJNEGO NAUCZANIA W LUBLINIE,Lublin,64.6704766,98.57985401666667,xxiii liceum ogólnokształcące im. nauczycieli tajnego nauczania w lublinie,Miasto na prawach powiatu,LUBELSKIE,867.0,Lublin,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. NAUCZYCIELI TAJNEGO NAUCZANIA W LUBLINIE,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
356,XXIII LO im. ks. prof. Józefa Tischnera,Łodzi,66.33333333333333,al. marsz. Józefa Piłsudskiego 159 92-301 Łódź Widzew,Łódź,356,25401,78,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. PROF. JÓZEFA TISCHNERA,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. PROF. JÓZEFA TISCHNERA,Łódź,52.23583753,86.56719466,xxiii liceum ogólnokształcące im. ks. prof. józefa tischnera,Miasto na prawach powiatu,ŁÓDZKIE,555.0,Łódź-Widzew,XXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. PROF. JÓZEFA TISCHNERA,"ogólnodostępny, integracyjny"
358,XXIV LO im. Cypriana Kamila Norwida,Warszawie,157.24375,ul. Obozowa 60 01-423 Warszawa Wola,Warszawa,358,16424,75,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA,Warszawa,75.66558923999999,99.56279923,xxiv liceum ogólnokształcące im. cypriana kamila norwida,Miasto na prawach powiatu,MAZOWIECKIE,723.0,Wola,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA,ogólnodostępny
359,XXIV LO im. Marii Skłodowskiej-Curie,Łodzi,97.36999999999999,ul. Marysińska 61/67 91-850 Łódź Bałuty,Łódź,359,25446,76,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,Łódź,59.68783068666667,92.15167548666666,xxiv liceum ogólnokształcące im. marii skłodowskiej-curie,Miasto na prawach powiatu,ŁÓDZKIE,489.0,Łódź-Bałuty,XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE,ogólnodostępny
365,XXIX Liceum Ogólnokształcące,Poznaniu,106.91000000000001,ul. Świerkowa 8 61-472 Poznań Wilda,Poznań,365,86679,100,XXIX LICEUM OGÓLNOKSZTAŁCĄCE,XXIX LICEUM OGÓLNOKSZTAŁCĄCE,Poznań,60.31049884666667,92.34229472333334,xxix liceum ogólnokształcące,Miasto na prawach powiatu,WIELKOPOLSKIE,464.0,Poznań-Wilda,XXIX LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, przygotowania wojskowego"
366,XXIX Liceum Ogólnokształcące im. CC Mjr Hieronima Dekutowskiego Ps. „zapora” w Lublinie,Lublinie,134.56875,ul. Lipowa 25 20-020 Lublin,Lublin,366,133758,100,XXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. CC MJR HIERONIMA DEKUTOWSKIEGO PS. „ZAPORA” W LUBLINIE,XXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. CC MJR HIERONIMA DEKUTOWSKIEGO PS. „ZAPORA” W LUBLINIE,Lublin,63.941631183333335,96.78587494666665,xxix liceum ogólnokształcące im. cc mjr hieronima dekutowskiego ps. „zapora” w lublinie,Miasto na prawach powiatu,LUBELSKIE,581.0,Lublin,XXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. CC MJR HIERONIMA DEKUTOWSKIEGO PS. „ZAPORA” W LUBLINIE,ogólnodostępny
368,XXV LO im. Józefa Wybickiego,Warszawie,154.61999999999998,ul. Halna 20 04-961 Warszawa Wawer,Warszawa,368,11589,72,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,Warszawa,67.01685328666666,99.69135802333334,xxv liceum ogólnokształcące im. józefa wybickiego,Miasto na prawach powiatu,MAZOWIECKIE,658.0,Wawer,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO,ogólnodostępny
369,XXV LO im. Stefana Żeromskiego,Łodzi,148.92000000000002,ul. Podhalańska 2a 93-224 Łódź Górna,Łódź,369,25360,74,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA ŻEROMSKIEGO,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA ŻEROMSKIEGO,Łódź,69.82621000333334,100.0,xxv liceum ogólnokształcące im. stefana żeromskiego,Miasto na prawach powiatu,ŁÓDZKIE,543.0,Łódź-Górna,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA ŻEROMSKIEGO,ogólnodostępny
370,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznaniu,134.025,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Poznań,370,29625,100,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ JADWIGI ZAMOYSKIEJ,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ JADWIGI ZAMOYSKIEJ,Poznań,67.92588527666668,98.80821559333333,xxv liceum ogólnokształcące im. generałowej jadwigi zamoyskiej,Miasto na prawach powiatu,WIELKOPOLSKIE,608.0,Poznań-Jeżyce,XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ JADWIGI ZAMOYSKIEJ,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
371,XXVI LO im. Juliana Tuwima,Warszawie,121.5625,ul. Alpejska 16 04-628 Warszawa Wawer,Warszawa,371,25632,71,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,Warszawa,57.99772686,92.63847742,xxvi liceum ogólnokształcące im. juliana tuwima,Miasto na prawach powiatu,MAZOWIECKIE,513.0,Wawer,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,"ogólnodostępny, integracyjny"
374,XXVII LO im. Tadeusza Czackiego,Warszawie,179.4,ul. Polna 5 00-625 Warszawa Śródmieście,Warszawa,374,25956,75,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA CZACKIEGO,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA CZACKIEGO,Warszawa,83.73394109333333,100.0,xxvii liceum ogólnokształcące im. tadeusza czackiego,Miasto na prawach powiatu,MAZOWIECKIE,567.0,Śródmieście,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA CZACKIEGO,ogólnodostępny
375,XXVII LO im. Zesłańców Sybiru w Lublinie,Lublinie,56.958333333333336,ul. Biedronki 13 20-543 Lublin Czuby Północne,Lublin,375,88975,77,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU W LUBLINIE,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU W LUBLINIE,Lublin,54.85175229,78.62146282666667,xxvii liceum ogólnokształcące im. zesłańców sybiru w lublinie,Miasto na prawach powiatu,LUBELSKIE,527.0,Lublin,XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU W LUBLINIE,"ogólnodostępny, przygotowania wojskowego"
377,XXVIII LO im. Jana Kochanowskiego,Warszawie,170.985,ul. Wiktorska 99 02-575 Warszawa Mokotów,Warszawa,377,22592,76,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KOCHANOWSKIEGO,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KOCHANOWSKIEGO,Warszawa,79.95271388666667,100.0,xxviii liceum ogólnokształcące im. jana kochanowskiego,Miasto na prawach powiatu,MAZOWIECKIE,760.0,Mokotów,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KOCHANOWSKIEGO,ogólnodostępny
379,XXVIII Liceum Ogólnokształcące,Poznaniu,124.02499999999999,ul. Raszyńska 48 60-135 Poznań Grunwald,Poznań,379,86095,100,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE,Poznań,58.68085854666666,88.47056063999999,xxviii liceum ogólnokształcące,Miasto na prawach powiatu,WIELKOPOLSKIE,270.0,Poznań-Grunwald,XXVIII LICEUM OGÓLNOKSZTAŁCĄCE,ogólnodostępny
382,XXX LO im. Jana Śniadeckiego,Warszawie,161.00333333333333,ul. Wolność 1/3 01-018 Warszawa Wola,Warszawa,382,16425,73,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ŚNIADECKIEGO,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ŚNIADECKIEGO,Warszawa,76.76361167,100.0,xxx liceum ogólnokształcące im. jana śniadeckiego,Miasto na prawach powiatu,MAZOWIECKIE,823.0,Wola,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ŚNIADECKIEGO,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
383,XXX LO im. ks. bpa Ignacego Krasickiego,Łodzi,95.88333333333334,ul. gen. Józefa Sowińskiego 50/56 91-485 Łódź Bałuty,Łódź,383,25439,77,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. BP. IGNACEGO KRASICKIEGO,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. BP. IGNACEGO KRASICKIEGO,Łódź,57.69762750666666,93.63387371333333,xxx liceum ogólnokształcące im. ks. bp. ignacego krasickiego,Miasto na prawach powiatu,ŁÓDZKIE,449.0,Łódź-Bałuty,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. BP. IGNACEGO KRASICKIEGO,ogólnodostępny
384,XXX Liceum Ogólnokształcące im. Księdza Jana Twardowskiego w Lublinie,Lublinie,159.64374999999998,ul. Wajdeloty 12 20-604 Lublin,Lublin,384,133759,100,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KSIĘDZA JANA TWARDOWSKIEGO W LUBLINIE,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KSIĘDZA JANA TWARDOWSKIEGO W LUBLINIE,Lublin,71.45846162666668,100.0,xxx liceum ogólnokształcące im. księdza jana twardowskiego w lublinie,Miasto na prawach powiatu,LUBELSKIE,839.0,Lublin,XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. KSIĘDZA JANA TWARDOWSKIEGO W LUBLINIE,ogólnodostępny
385,XXXI LO im. Ludwika Zamenhofa,Łodzi,134.62222222222223,ul. Konspiracyjnego Wojska Polskiego 5b 93-236 Łódź Górna,Łódź,385,25441,71,XXXI LICEUM OGÓLNOKSZTAŁCĄCE IM. LUDWIKA ZAMENHOFA,XXXI LICEUM OGÓLNOKSZTAŁCĄCE IM. LUDWIKA ZAMENHOFA,Łódź,74.24632290666666,99.78632478666667,xxxi liceum ogólnokształcące im. ludwika zamenhofa,Miasto na prawach powiatu,ŁÓDZKIE,648.0,Łódź-Górna,XXXI LICEUM OGÓLNOKSZTAŁCĄCE IM. LUDWIKA ZAMENHOFA,ogólnodostępny
387,XXXI Liceum Ogólnokształcące,Poznaniu,100.91666666666667,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Poznań,387,88677,100,XXXI LICEUM OGÓLNOKSZTAŁCĄCE,XXXI LICEUM OGÓLNOKSZTAŁCĄCE,Poznań,56.657178433333335,89.90201924666667,xxxi liceum ogólnokształcące,Miasto na prawach powiatu,WIELKOPOLSKIE,261.0,Poznań-Grunwald,XXXI LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, profil mundurowy"
389,XXXII Liceum Ogólnokształcące im. Stefana Grota-Roweckiego,Warszawie,120.65,ul. Stawki 10 00-193 Warszawa Śródmieście,Warszawa,389,49970,100,XXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA GROTA-ROWECKIEGO,XXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA GROTA-ROWECKIEGO,Warszawa,65.12769729,89.08449987,xxxii liceum ogólnokształcące im. stefana grota-roweckiego,Miasto na prawach powiatu,MAZOWIECKIE,161.0,Śródmieście,XXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA GROTA-ROWECKIEGO,ogólnodostępny
390,XXXIII LO im. Armii Krajowej,Łodzi,135.14,ul. Janusza Kusocińskiego 116 94-054 Łódź Polesie,Łódź,390,25443,73,XXXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ARMII KRAJOWEJ,XXXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ARMII KRAJOWEJ,Łódź,66.82856426000001,99.45355191333333,xxxiii liceum ogólnokształcące im. armii krajowej,Miasto na prawach powiatu,ŁÓDZKIE,671.0,Łódź-Polesie,XXXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ARMII KRAJOWEJ,"ogólnodostępny, integracyjny"
392,XXXIV LO im. Krzysztofa Kieślowskiego,Łodzi,72.4375,ul. Wapienna 17 91-087 Łódź Polesie,Łódź,392,25627,78,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,Łódź,56.88828971,91.52765794333334,xxxiv liceum ogólnokształcące im. krzysztofa kieślowskiego,Miasto na prawach powiatu,ŁÓDZKIE,386.0,Łódź-Polesie,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,ogólnodostępny
394,XXXIX LO im. Lotnictwa Polskiego,Warszawie,129.8625,ul. Bogumiła Zuga 16 01-806 Warszawa Bielany,Warszawa,394,34510,73,XXXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. LOTNICTWA POLSKIEGO,XXXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. LOTNICTWA POLSKIEGO,Warszawa,63.87956795666667,90.99028358666665,xxxix liceum ogólnokształcące im. lotnictwa polskiego,Miasto na prawach powiatu,MAZOWIECKIE,502.0,Bielany,XXXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. LOTNICTWA POLSKIEGO,ogólnodostępny
396,XXXVII LO im. Jarosława Dąbrowskiego,Warszawie,167.28,ul. Świętokrzyska 1 00-360 Warszawa Śródmieście,Warszawa,396,28516,78,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,Warszawa,80.43234193666666,100.0,xxxvii liceum ogólnokształcące im. jarosława dąbrowskiego,Miasto na prawach powiatu,MAZOWIECKIE,727.0,Śródmieście,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,ogólnodostępny
397,XXXVII Liceum Ogólnokształcące Z Oddziałami Terapeutycznymi,Poznaniu,27.95,ul. Klaudyny Potockiej 38 60-521 Poznań Grunwald,Poznań,397,133672,100,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI TERAPEUTYCZNYMI,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI TERAPEUTYCZNYMI,Poznań,38.48626919666666,32.769360266666666,xxxvii liceum ogólnokształcące z oddziałami terapeutycznymi,Miasto na prawach powiatu,WIELKOPOLSKIE,260.0,Poznań-Grunwald,XXXVII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI TERAPEUTYCZNYMI IM. JANA PAWŁA II W POZNANIU,"ogólnodostępny, terapeutyczny"
398,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,Poznaniu,176.05714285714285,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Poznań,398,133673,100,XXXVIII DWUJĘZYCZNE LICEUM OGÓLNOKSZTAŁCĄCE,XXXVIII DWUJĘZYCZNE LICEUM OGÓLNOKSZTAŁCĄCE,Poznań,74.43513911666666,100.0,xxxviii dwujęzyczne liceum ogólnokształcące,Miasto na prawach powiatu,WIELKOPOLSKIE,712.0,Poznań-Jeżyce,XXXVIII DWUJĘZYCZNE LICEUM OGÓLNOKSZTAŁCĄCE,"dwujęzyczny w szkole podstawowej, liceum i technikum"
399,XXXVIII LO im. Stanisława Kostki Potockiego,Warszawie,136.26250000000002,ul. Wiertnicza 26 02-952 Warszawa Wilanów,Warszawa,399,41853,72,XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,Warszawa,70.60035898666666,100.0,xxxviii liceum ogólnokształcące im. stanisława kostki potockiego w warszawie,Miasto na prawach powiatu,MAZOWIECKIE,491.0,Wilanów,XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
400,Zespół Szkół Ogólnokształcących Nr 10 im. Eugeniusza Kwiatkowskiego w Gdańsku - XXIII Liceum Ogólnokształcące,Gdańsku,98.23333333333333,ul. Ignacego Krasickiego 10 80-515 Gdańsk,Gdańsk,400,17601,100,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - XXIII LICEUM OGÓLNOKSZTAŁCĄCE,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - XXIII LICEUM OGÓLNOKSZTAŁCĄCE,Gdańsk,59.712345676666665,78.20105819999999,zespół szkół ogólnokształcących nr 10 im. eugeniusza kwiatkowskiego w gdańsku - xxiii liceum ogólnokształcące,Miasto na prawach powiatu,POMORSKIE,295.0,Gdańsk,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - XXIII LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, integracyjny"
401,Zespół Szkół Ogólnokształcących Nr 5 - IV Liceum Ogólnokształcące Z Oddziałami Mistrzostwa Sportowego im. Marynarzy Wojsk Ochrony Pogranicza w Gdańsku,Gdańsku,104.28500000000001,ul. Na Zaspę 31a 80-546 Gdańsk,Gdańsk,401,18356,100,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 5 - IV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. MARYNARZY WOJSK OCHRONY POGRANICZA W GDAŃSKU,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 5 - IV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. MARYNARZY WOJSK OCHRONY POGRANICZA W GDAŃSKU,Gdańsk,52.573523466666664,85.82857208333333,zespół szkół ogólnokształcących nr 5 - iv liceum ogólnokształcące z oddziałami mistrzostwa sportowego im. marynarzy wojsk ochrony pogranicza w gdańsku,Miasto na prawach powiatu,POMORSKIE,748.0,Gdańsk,IV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. MARYNARZY WOJSK OCHRONY POGRANICZA W GDAŃSKU,"ogólnodostępny, mistrzostwa sportowego, profil mundurowy"
402,Zespół Szkół Ogólnokształcących Nr 6 - VI Liceum Ogólnokształcące w Gdańsku,Gdańsku,125.05,ul. Głęboka 11 80-759 Gdańsk,Gdańsk,402,18579,100,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 - VI LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 - VI LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU,Gdańsk,59.23200069666667,87.10034542,zespół szkół ogólnokształcących nr 6 - vi liceum ogólnokształcące w gdańsku,Miasto na prawach powiatu,POMORSKIE,699.0,Gdańsk,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 - VI LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU,"ogólnodostępny, sportowy"
403,Zespół Szkół Ogólnokształcących Nr 8 im. w Gdańsku - XIV Liceum Ogólnokształcące im. Jana Pawła Ii,Gdańsku,135.45000000000002,ul. Janusza Meissnera 9 80-462 Gdańsk,Gdańsk,403,15300,100,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 IM. W GDAŃSKU - XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 IM. W GDAŃSKU - XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II,Gdańsk,56.83791329333334,93.52492917666666,zespół szkół ogólnokształcących nr 8 im. w gdańsku - xiv liceum ogólnokształcące im. jana pawła ii,Miasto na prawach powiatu,POMORSKIE,591.0,Gdańsk,ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 IM. W GDAŃSKU - XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II,ogólnodostępny
